LotFrontageSF,LotAreaSF,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMaterial,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtFinSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,FirstFlrSF,SecondFlrSF,GrLivArea,GarageType,GarageYrBlt,GarageCars,GarageSF,GarageQual,WoodDeckSF,OpenPorchSF,MiscFeature,SalePrice
50,6000,Single Family Detached,1 Story,5,7,1921,1950,Gable,Standard Composite Shingle,3,3,Cinder Block,3,3,616,616,GasA,4,Yes,616,0,616,Detached,1921,1,205,3,0,0,None,89000
57,6420,Single Family Detached,1 Story,5,7,1952,1952,Gable,Standard Composite Shingle,3,3,Poured Concrete,5,4,210,980,GasA,2,Yes,1148,0,1148,Detached,1952,1,308,3,0,0,None,123500
65,8450,Single Family Detached,1 Story,5,8,1965,2009,Gable,Standard Composite Shingle,3,4,Cinder Block,3,3,553,894,GasA,5,Yes,894,0,894,Detached,1973,1,336,3,416,144,None,138500
59,4282,Townhouse End Unit,1 Story,7,5,2004,2004,Gable,Standard Composite Shingle,4,3,Poured Concrete,4,3,16,1391,GasA,5,Yes,1391,0,1391,Attached,2004,2,530,3,156,158,None,196000
85,14331,Single Family Detached,1 Story,8,5,2002,2002,Hip,Standard Composite Shingle,4,3,Poured Concrete,5,3,1274,1800,GasA,5,Yes,1800,0,1800,Attached,2002,3,765,3,270,78,None,312500
80,9600,Single Family Detached,1 Story,7,5,1969,1969,Hip,Standard Composite Shingle,3,3,Cinder Block,3,3,0,1164,GasA,3,Yes,1164,0,1164,Attached,1969,2,528,3,0,0,None,140000
82,12438,Single Family Detached,2 Story,8,5,2006,2006,Hip,Standard Composite Shingle,5,3,Poured Concrete,5,4,0,1234,GasA,5,Yes,1264,1312,2576,Built-In,2006,3,666,3,324,100,None,361919
76,7630,Two Family Conversion,2 Story,5,9,1900,1996,Gable,Standard Composite Shingle,3,4,Brick & Tile,4,3,0,360,GasA,4,Yes,1032,780,1812,Detached,1999,2,672,3,344,0,None,140000
70,8400,Single Family Detached,1 Story,7,5,2004,2005,Gable,Standard Composite Shingle,4,3,Poured Concrete,4,3,712,1473,GasA,5,Yes,1484,0,1484,Attached,2004,2,606,3,0,35,None,213000
70,5600,Two Family Conversion,2 Story,4,5,1930,1950,Hip,Standard Composite Shingle,2,2,Slab,0,0,0,0,GasA,2,No,372,720,1092,None,1930,0,0,0,0,0,None,55000
0,115149,Single Family Detached,1 Story,7,5,1971,2002,Gable,Standard Composite Shingle,3,3,Cinder Block,4,3,1219,1643,GasA,3,Yes,1824,0,1824,Attached,1971,2,739,3,380,48,None,302000
48,6240,Townhouse End Unit,1 Story,8,5,2006,2006,Hip,Standard Composite Shingle,4,3,Poured Concrete,4,3,863,1324,GasA,5,Yes,1324,0,1324,Attached,2006,2,550,3,192,38,None,254000
65,9018,Single Family Detached,2 Story,7,5,2007,2007,Hip,Standard Composite Shingle,4,3,Poured Concrete,4,3,0,728,GasA,5,Yes,728,728,1456,Attached,2007,2,400,3,100,24,None,179540
0,7162,Single Family Detached,1 Story,5,7,1966,1966,Gable,Standard Composite Shingle,3,3,Poured Concrete,3,3,0,876,GasA,3,Yes,904,0,904,Attached,1966,1,408,3,0,0,None,109900
56,4130,Single Family Detached,1 Story,3,6,1935,2003,Gable,Standard Composite Shingle,4,3,Cinder Block,3,3,0,270,GasA,4,Yes,729,0,729,None,1935,0,0,0,0,0,None,52000
66,8712,Single Family Detached,1.5 Story,4,7,1900,1950,Gable,Standard Composite Shingle,3,3,Stone,3,3,0,859,GasA,4,Yes,859,319,1178,Detached,1964,1,384,3,68,0,None,102776
40,4671,Townhouse End Unit,1 Story,8,5,1988,1989,Gable,Standard Composite Shingle,4,3,Poured Concrete,4,3,767,1228,GasA,4,Yes,1228,0,1228,Attached,1988,2,472,3,168,120,None,189000
60,9873,Two Family Conversion,1 Story,4,5,1970,1970,Gable,Standard Composite Shingle,3,3,Cinder Block,3,3,789,960,GasW,3,No,960,0,960,Detached,1970,2,576,3,0,288,None,129000
0,13517,Single Family Detached,2 Story,6,8,1976,2005,Gable,Standard Composite Shingle,4,3,Cinder Block,3,3,533,725,GasA,5,Yes,725,754,1479,Attached,1976,2,475,3,0,44,None,130500
78,10140,Single Family Detached,1 Story,6,5,1974,1974,Hip,Standard Composite Shingle,3,3,Cinder Block,4,3,0,1064,GasA,3,Yes,1350,0,1350,Attached,1974,2,478,3,0,0,None,165000
60,10800,Single Family Detached,2 Story,7,8,1890,1998,Gable,Standard Composite Shingle,3,4,Brick & Tile,3,3,0,718,GasA,5,Yes,1576,978,2554,Detached,1996,2,704,3,0,48,None,159500
80,10000,Single Family Detached,1 Story,5,6,1973,2000,Gable,Standard Composite Shingle,3,3,Cinder Block,4,3,1084,1176,GasA,4,Yes,1178,0,1178,Attached,1973,2,439,3,224,0,None,157000
96,10542,Single Family Detached,2 Story,7,5,1993,1994,Hip,Standard Composite Shingle,4,3,Poured Concrete,4,3,1173,1311,GasA,5,Yes,1325,1093,2418,Attached,1993,3,983,3,250,154,None,341000
69,9920,Single Family Detached,1 Story,5,6,1969,1969,Gable,Standard Composite Shingle,3,3,Cinder Block,4,3,523,971,GasA,3,Yes,971,0,971,Attached,1969,1,300,3,0,0,None,128500
0,6563,Single Family Detached,1 Story,8,5,1985,1985,Gable,Standard Composite Shingle,4,3,Poured Concrete,4,3,1148,1742,GasA,3,Yes,1742,0,1742,Attached,1985,2,564,3,114,28,None,275000
0,4426,Townhouse End Unit,1 Story,6,5,2004,2004,Gable,Standard Composite Shingle,4,3,Poured Concrete,4,3,662,848,GasA,5,Yes,848,0,848,Attached,2004,2,420,3,160,0,None,143000
70,8120,Single Family Detached,1 Story,4,7,1970,1970,Gable,Standard Composite Shingle,3,4,Cinder Block,3,3,191,864,GasA,5,Yes,864,0,864,Detached,1994,2,463,3,0,0,None,124500
60,8172,Single Family Detached,1.5 Story,4,6,1954,1972,Gable,Standard Composite Shingle,3,3,Poured Concrete,3,3,0,941,GasA,5,Yes,997,473,1470,Detached,1958,1,548,3,0,0,None,135000
86,13286,Single Family Detached,1 Story,9,5,2007,2008,Hip,Standard Composite Shingle,5,3,Poured Concrete,5,3,1234,1698,GasA,5,Yes,1698,0,1698,Attached,2007,3,768,3,327,64,None,320000
60,6960,Single Family Detached,1 Story,4,6,1970,1970,Gable,Standard Composite Shingle,3,3,Cinder Block,3,3,375,864,GasA,3,Yes,864,0,864,Detached,1989,2,660,3,96,0,Shed,120500
0,21695,Single Family Detached,1 Story,6,9,1988,2007,Hip,Standard Composite Shingle,4,4,Cinder Block,4,3,808,880,GasA,5,Yes,1680,0,1680,Attached,1988,2,540,3,292,44,None,222000
64,7314,Single Family Detached,1 Story,7,5,2007,2007,Gable,Standard Composite Shingle,4,3,Poured Concrete,4,3,724,1232,GasA,5,Yes,1232,0,1232,Attached,2007,2,632,3,132,0,None,194500
85,11475,Duplex,1 Story,5,5,1958,1958,Gable,Standard Composite Shingle,3,3,Cinder Block,3,3,0,1584,GasA,3,Yes,1776,0,1776,Detached,1968,3,888,3,0,25,None,110000
52,6240,Single Family Detached,1.5 Story,4,5,1925,1950,Gable,Standard Composite Shingle,3,3,Cinder Block,3,3,152,780,GasA,3,Yes,848,0,1208,Detached,1962,2,539,3,0,23,None,103000
39,5389,Townhouse End Unit,1 Story,8,5,1995,1996,Gable,Standard Composite Shingle,4,3,Poured Concrete,4,3,1180,1595,GasA,5,Yes,1616,0,1616,Attached,1995,2,608,3,237,152,None,236500
73,9590,Single Family Detached,Split Level,7,5,2003,2003,Gable,Standard Composite Shingle,4,3,Poured Concrete,5,3,786,868,GasA,5,Yes,1146,0,1146,Attached,2003,2,438,3,160,22,None,187500
75,11404,Single Family Detached,2 Story,7,5,1998,1999,Gable,Standard Composite Shingle,4,3,Poured Concrete,4,3,252,1153,GasA,5,Yes,1153,878,2031,Attached,1998,2,541,3,192,84,None,222500
80,10000,Single Family Detached,1 Story,5,6,1961,1983,Hip,Standard Composite Shingle,3,3,Cinder Block,3,3,594,864,GasA,5,Yes,1144,0,1144,Attached,1961,1,264,3,165,0,Shed,131400
0,8978,Single Family Detached,1 Story,5,5,1968,1968,Gable,Standard Composite Shingle,3,3,Poured Concrete,3,3,0,948,GasA,3,Yes,948,0,948,Attached,1968,1,300,3,147,0,None,108000
60,10800,Single Family Detached,2.5 Story,7,7,1914,1970,Gable,Standard Composite Shingle,3,3,Brick & Tile,4,3,390,880,GasW,2,No,880,888,1768,Detached,1914,2,320,3,0,341,None,163000
60,8544,Duplex,1 Story,3,4,1950,1950,Gable,Standard Composite Shingle,3,3,Cinder Block,0,0,0,0,GasA,4,No,1040,0,1040,Detached,1949,2,400,3,0,0,None,93500
72,10463,Single Family Detached,2 Story,8,5,2005,2005,Gable,Standard Composite Shingle,4,3,Poured Concrete,4,3,0,893,GasA,5,Yes,901,900,1801,Attached,2005,3,800,3,0,116,None,239900
60,10800,Duplex,1 Story,5,5,1987,1988,Gable,Standard Composite Shingle,3,3,Cinder Block,4,4,1200,1200,GasA,3,Yes,1200,0,1200,None,1987,0,0,0,120,0,None,179000
65,9313,Single Family Detached,2 Story,7,5,2004,2004,Gable,Standard Composite Shingle,4,3,Poured Concrete,4,3,0,864,GasA,5,Yes,864,864,1728,Attached,2004,2,572,3,187,56,None,190000
60,9600,Single Family Detached,2 Story,5,7,1910,2002,Gable,Standard Composite Shingle,3,4,Brick & Tile,2,2,0,264,GasA,5,Yes,768,664,1432,Detached,1910,2,360,3,270,0,None,132000
65,6768,Single Family Detached,1 Story,6,8,1961,1996,Hip,Standard Composite Shingle,3,4,Cinder Block,3,3,832,912,GasA,4,Yes,912,0,912,Detached,1962,1,288,3,168,0,None,142000
65,8450,Single Family Detached,1 Story,7,5,2000,2001,Gable,Standard Composite Shingle,3,3,Poured Concrete,4,3,0,1349,GasA,5,Yes,1349,0,1349,Attached,2000,2,539,3,120,55,None,179000
70,12886,Single Family Detached,Split Level,5,6,1963,1999,Gable,Standard Composite Shingle,3,3,Cinder Block,4,3,444,520,GasA,5,Yes,1464,0,1464,Attached,1997,2,480,3,302,0,None,175000
41,5395,Townhouse End Unit,1 Story,8,5,1993,1993,Gable,Standard Composite Shingle,4,3,Poured Concrete,4,3,733,1337,GasA,4,Yes,1337,0,1337,Attached,1993,2,462,3,96,0,None,180000
0,8963,Single Family Detached,2 Story,8,9,1976,1996,Hip,Standard Composite Shingle,5,4,Cinder Block,3,4,575,1142,GasA,5,Yes,1175,1540,2715,Built-In,1994,2,831,3,0,204,None,299800
0,8795,Single Family Detached,2 Story,7,5,2000,2000,Gable,Standard Composite Shingle,4,3,Poured Concrete,4,3,300,952,GasA,5,Yes,980,1276,2256,Built-In,2000,2,554,3,224,54,None,236000
65,11700,Single Family Detached,2 Story,7,7,1880,2003,Mansard,Standard Composite Shingle,4,3,Stone,3,2,0,1240,GasW,3,No,1320,1320,2640,Detached,1950,4,864,3,181,0,None,265979
59,10593,Single Family Detached,1 Story,7,5,1996,1996,Hip,Standard Composite Shingle,4,3,Poured Concrete,4,3,919,1720,GasA,5,Yes,1720,0,1720,Attached,1996,2,527,3,240,56,None,260400
50,8405,Single Family Detached,1.5 Story,4,3,1945,1950,Gable,Standard Composite Shingle,3,3,Slab,0,0,0,0,Wall,3,No,1088,441,1529,Detached,1945,1,240,3,92,0,None,98000
55,8800,Single Family Detached,1.5 Story,4,7,1910,2004,Gable,Standard Composite Shingle,3,3,Brick & Tile,3,2,0,576,GasA,4,Yes,792,348,1140,None,1910,0,0,0,0,160,None,96500
0,7750,Single Family Detached,2 Story,7,5,2003,2003,Gable,Standard Composite Shingle,4,3,Poured Concrete,4,3,0,660,GasA,5,Yes,660,660,1320,Attached,2003,2,400,3,0,48,None,162000
79,9236,Single Family Detached,1 Story,6,5,1997,1997,Gable,Standard Composite Shingle,3,4,Poured Concrete,4,3,1200,1479,GasA,5,Yes,1494,0,1494,Attached,1997,2,576,3,168,27,None,217000
80,10240,Single Family Detached,2 Story,8,5,2005,2005,Gable,Standard Composite Shingle,4,3,Poured Concrete,4,3,0,1030,GasA,4,Yes,1038,1060,2098,Attached,2005,3,878,3,192,52,None,275500
61,7930,Single Family Detached,1 Story,6,8,1969,2005,Gable,Standard Composite Shingle,3,3,Cinder Block,3,3,439,1026,GasA,4,Yes,1026,0,1026,Detached,1969,2,440,3,171,48,None,156000
34,3230,Townhouse End Unit,2 Story,6,5,1999,1999,Gable,Standard Composite Shingle,3,3,Poured Concrete,4,3,381,729,GasA,4,Yes,742,729,1471,Detached,1999,2,440,3,0,24,None,172500
68,10769,Single Family Detached,2 Story,8,5,2007,2007,Gable,Standard Composite Shingle,4,3,Poured Concrete,4,3,20,866,GasA,5,Yes,866,902,1768,Attached,2007,2,578,3,144,105,None,212000
0,11616,Single Family Detached,2 Story,6,5,1978,1978,Hip,Standard Composite Shingle,3,3,Cinder Block,3,3,438,672,GasA,3,Yes,672,714,1386,Attached,1978,2,440,3,335,0,None,158900
24,2280,Townhouse,2 Story,7,5,1999,1999,Gable,Standard Composite Shingle,3,3,Poured Concrete,4,3,549,744,GasA,4,Yes,757,744,1501,Detached,1999,2,440,3,0,0,None,179400
65,12257,Single Family Detached,2 Story,8,5,1995,1995,Gable,Standard Composite Shingle,4,3,Poured Concrete,4,3,56,1318,GasA,5,Yes,1328,1203,2531,Attached,1995,3,752,3,222,98,None,290000
70,9100,Single Family Detached,1 Story,6,6,1959,1959,Hip,Standard Composite Shingle,3,3,Cinder Block,3,3,612,864,GasA,5,Yes,864,0,864,Detached,2008,1,300,5,0,0,Shed,127500
60,6911,Single Family Detached,1 Story,5,5,1924,1950,Gable,Standard Composite Shingle,3,3,Poured Concrete,3,3,405,1145,GasA,3,Yes,1301,0,1301,Detached,1965,2,440,3,0,0,None,100000
72,8640,Single Family Detached,2 Story,7,5,2009,2009,Gable,Standard Composite Shingle,3,3,Poured Concrete,4,3,24,756,GasA,5,Yes,764,783,1547,Attached,2009,2,614,3,169,45,None,215200
82,9430,Single Family Detached,2 Story,8,5,1999,1999,Gable,Standard Composite Shingle,4,3,Poured Concrete,4,3,1163,1252,GasA,5,Yes,1268,1097,2365,Attached,1999,3,856,3,0,128,None,337000
30,9549,Townhouse End Unit,1 Story,8,5,1995,1996,Hip,Standard Composite Shingle,4,4,Poured Concrete,4,4,437,1494,GasA,5,Yes,1494,0,1494,Attached,1995,2,481,3,0,30,None,270000
75,14587,Single Family Detached,1 Story,9,5,2008,2008,Gable,Standard Composite Shingle,4,3,Poured Concrete,4,3,0,1498,GasA,5,Yes,1506,0,1506,Attached,2008,2,592,3,0,174,None,264132
80,10421,Single Family Detached,2 Story,7,5,1988,1988,Gable,Standard Composite Shingle,3,3,Cinder Block,4,3,394,980,GasA,3,Yes,980,734,1714,Attached,1988,2,496,3,228,66,Shed,196500
75,12508,Single Family Detached,1.5 Story,6,7,1940,1985,Gable,Standard Composite Shingle,3,3,Cinder Block,4,3,660,983,GasA,5,Yes,983,767,1750,Attached,1989,1,423,3,245,0,Shed,160000
70,9100,Single Family Detached,1 Story,7,5,2004,2005,Hip,Standard Composite Shingle,4,3,Poured Concrete,4,3,24,1860,GasA,5,Yes,1836,0,1836,Attached,2004,2,484,3,120,33,None,216837
47,53504,Single Family Detached,2 Story,8,5,2003,2003,Hip,Standard Composite Shingle,5,3,Poured Concrete,4,3,1416,1650,GasA,5,Yes,1690,1589,3279,Built-In,2003,3,841,3,503,36,None,538000
0,7252,Single Family Detached,Split Foyer,5,5,1982,1982,Hip,Standard Composite Shingle,3,3,Cinder Block,4,3,685,858,GasA,3,Yes,858,0,858,Detached,1983,2,576,3,120,0,None,134900
67,8877,Single Family Detached,1 Story,4,5,1951,1951,Gable,Standard Composite Shingle,3,3,Cinder Block,2,2,836,836,GasA,3,Yes,1220,0,1220,Detached,1951,2,396,3,0,0,None,102000
94,7819,Single Family Detached,Split Level,6,5,1976,1976,Gable,Standard Composite Shingle,3,3,Cinder Block,3,3,422,1029,GasA,3,Yes,1117,0,1117,Detached,1976,2,672,3,144,0,None,107000
70,10150,Single Family Detached,1 Story,5,5,1958,1958,Gable,Standard Composite Shingle,3,3,Cinder Block,3,3,456,912,GasA,5,Yes,912,0,912,Attached,1958,1,275,3,0,0,None,114500
110,14226,Single Family Detached,1 Story,8,5,2006,2006,Hip,Standard Composite Shingle,4,3,Poured Concrete,4,3,0,1935,GasA,4,Yes,1973,0,1973,Attached,2006,3,895,3,315,45,None,395000
32,4500,Townhouse End Unit,1 Story,6,5,1998,1998,Hip,Standard Composite Shingle,3,3,Poured Concrete,5,3,866,1204,GasA,5,Yes,1204,0,1204,Attached,1998,2,412,3,0,247,None,162000
86,11210,Single Family Detached,1 Story,7,5,2005,2006,Gable,Standard Composite Shingle,4,3,Poured Concrete,4,3,20,1614,GasA,5,Yes,1614,0,1614,Attached,2005,3,865,3,144,59,None,221500
100,13350,Single Family Detached,1 Story,5,5,1974,1974,Hip,Standard Composite Shingle,3,3,Cinder Block,3,3,762,864,GasA,3,Yes,894,0,894,Attached,1974,2,440,3,241,0,None,142500
60,8400,Duplex,1 Story,5,5,1977,1977,Gable,Standard Composite Shingle,3,3,Slab,0,0,0,0,GasA,3,Yes,2020,0,2020,Detached,1977,2,630,3,0,0,None,144000
78,10530,Duplex,Split Foyer,6,5,1977,1977,Gable,Standard Composite Shingle,3,3,Cinder Block,4,3,975,975,GasA,3,Yes,1004,0,1004,Attached,1977,2,504,3,0,0,None,135000
63,7875,Single Family Detached,1 Story,7,5,1995,1996,Gable,Standard Composite Shingle,3,3,Poured Concrete,4,4,0,1237,GasA,4,Yes,1253,0,1253,Attached,1995,2,402,3,220,21,None,176000
65,7153,Single Family Detached,2 Story,6,5,1992,1992,Gable,Standard Composite Shingle,4,4,Poured Concrete,4,3,387,761,GasA,5,Yes,810,793,1603,Attached,1992,2,484,3,0,124,None,175900
67,16285,Single Family Detached,1 Story,7,5,2001,2002,Gable,Standard Composite Shingle,4,3,Poured Concrete,4,3,0,1413,GasA,5,Yes,1430,0,1430,Attached,2001,2,605,3,0,33,None,187100
0,9101,Single Family Detached,Split Foyer,5,6,1978,1978,Gable,Standard Composite Shingle,3,4,Poured Concrete,4,3,1097,1097,GasA,5,Yes,1110,0,1110,Attached,1978,2,602,3,303,30,None,165500
35,6300,Single Family Detached,2.5 Story,6,6,1914,2001,Gable,Standard Composite Shingle,3,3,Cinder Block,3,3,0,742,GasA,5,Yes,742,742,1484,None,1914,0,0,0,0,291,None,128000
0,9790,Single Family Detached,1 Story,6,5,1967,1967,Gable,Standard Composite Shingle,3,3,Cinder Block,3,3,251,1372,GasA,3,Yes,1342,0,1342,Attached,1967,2,457,3,0,0,None,161500
60,10800,Single Family Detached,1.5 Story,5,6,1915,1950,Gable,Standard Composite Shingle,3,4,Poured Concrete,2,3,686,686,GasA,3,Yes,966,686,1652,Detached,1961,1,416,3,0,0,Shed,139000
76,10142,Single Family Detached,2 Story,7,5,2004,2004,Gable,Standard Composite Shingle,4,3,Poured Concrete,4,3,656,956,GasA,5,Yes,956,1128,2084,Built-In,2004,2,618,3,0,45,None,233000
50,6000,Single Family Detached,1 Story,4,7,1954,2000,Gable,Standard Composite Shingle,3,3,Cinder Block,3,3,0,901,GasA,5,Yes,901,0,901,Detached,1954,1,281,2,0,0,None,107900
0,12205,Single Family Detached,2 Story,6,8,1966,2007,Gable,Standard Composite Shingle,3,3,Cinder Block,3,2,568,832,GasA,4,Yes,976,1111,2087,Attached,1966,2,444,3,133,168,None,187500
43,3182,Townhouse End Unit,1 Story,7,5,2005,2006,Gable,Standard Composite Shingle,4,3,Poured Concrete,4,3,16,1145,GasA,5,Yes,1145,0,1145,Attached,2005,2,397,3,100,16,None,160200
0,11333,Single Family Detached,Split Level,6,5,1976,1976,Gable,Standard Composite Shingle,3,3,Poured Concrete,4,3,539,1029,GasA,3,Yes,1062,0,1062,Attached,1976,2,539,3,120,0,None,146800
92,9920,Single Family Detached,2 Story,7,5,1996,1997,Gable,Standard Composite Shingle,4,3,Poured Concrete,4,3,862,1117,GasA,5,Yes,1127,886,2013,Attached,1997,2,455,3,180,130,None,269790
76,9158,Single Family Detached,1 Story,8,5,2007,2007,Gable,Standard Composite Shingle,4,3,Poured Concrete,4,3,0,1496,GasA,5,Yes,1496,0,1496,Attached,2007,2,474,3,168,130,None,225000
0,10832,Single Family Detached,2 Story,7,5,1994,1996,Gable,Standard Composite Shingle,4,3,Poured Concrete,4,3,0,712,GasA,5,Yes,1086,809,1895,Attached,1994,2,409,3,143,46,Shed,194500
70,8400,Single Family Detached,2 Story,6,6,1980,1981,Gable,Standard Composite Shingle,3,3,Cinder Block,4,3,0,650,GasA,3,Yes,888,676,1564,Attached,1980,2,476,3,0,50,None,171000
71,8197,Single Family Detached,1 Story,6,5,1977,1977,Gable,Standard Composite Shingle,3,3,Cinder Block,3,3,0,660,GasA,5,Yes,1285,0,1285,Attached,1977,2,528,3,138,0,None,143500
57,7677,Single Family Detached,1 Story,5,5,1953,1953,Gable,Standard Composite Shingle,3,3,Cinder Block,3,3,570,773,GasA,4,Yes,773,0,773,Attached,1953,1,240,3,0,0,None,110000
104,13518,Single Family Detached,2 Story,9,5,2008,2009,Hip,Standard Composite Shingle,5,3,Poured Concrete,5,3,0,1926,GasA,5,Yes,1966,1174,3140,Built-In,2009,3,820,3,144,78,None,485000
60,7200,Single Family Detached,1.5 Story,5,7,1937,1950,Gable,Standard Composite Shingle,3,3,Brick & Tile,4,3,569,731,GasA,5,Yes,981,787,1768,Detached,1939,1,240,3,0,0,None,175000
79,12798,Single Family Detached,2 Story,6,5,1997,1997,Gable,Standard Composite Shingle,3,3,Poured Concrete,4,3,462,616,GasA,4,Yes,616,1072,1688,Attached,1997,2,603,3,403,114,Shed,200000
40,4800,Single Family Detached,1 Story,4,7,1916,1990,Gable,Standard Composite Shingle,3,3,Cinder Block,3,3,197,1196,GasA,5,Yes,1196,0,1196,Detached,1957,2,440,3,0,0,None,109900
63,8199,Single Family Detached,2 Story,7,5,2005,2005,Gable,Standard Composite Shingle,4,3,Poured Concrete,4,3,648,728,GasA,5,Yes,728,728,1456,Attached,2005,2,410,3,36,18,None,189000
107,13891,Single Family Detached,2 Story,9,5,2008,2009,Hip,Standard Composite Shingle,5,3,Poured Concrete,5,3,0,1734,GasA,5,Yes,1734,1088,2822,Built-In,2009,3,1020,3,52,170,None,582933
75,9000,Single Family Detached,1 Story,5,5,1954,1954,Gable,Standard Composite Shingle,3,3,Cinder Block,3,3,812,936,GasA,3,Yes,1128,0,1128,Attached,1954,1,286,3,0,0,None,118000
91,12274,Single Family Detached,1 Story,7,5,2008,2008,Gable,Standard Composite Shingle,4,3,Poured Concrete,4,3,0,1417,GasA,5,Yes,1428,0,1428,Attached,2008,2,554,3,0,60,None,227680
75,9750,Single Family Detached,Split Level,5,5,1967,1967,Gable,Standard Composite Shingle,3,3,Poured Concrete,3,3,400,980,GasA,4,Yes,980,0,980,Attached,1967,1,384,3,68,0,None,135500
144,21384,Single Family Detached,2 Story,5,6,1923,2004,Gable,Standard Composite Shingle,3,3,Cinder Block,3,3,1309,1324,GasA,5,Yes,1072,504,1576,Attached,1923,2,528,3,0,312,None,223500
85,13400,Single Family Detached,Split Level,5,5,1966,1966,Gable,Standard Composite Shingle,3,3,Cinder Block,3,3,516,1024,GasA,3,Yes,1086,0,1086,Attached,1966,2,484,3,0,0,None,159950
90,8100,Single Family Detached,2.5 Story,5,5,1898,1965,Hip,Standard Composite Shingle,3,3,Poured Concrete,3,3,0,849,GasA,3,No,1075,1063,2138,Detached,1910,2,360,2,40,156,None,106000
78,10140,Single Family Detached,1 Story,6,6,1974,1999,Hip,Standard Composite Shingle,3,3,Cinder Block,3,3,663,1040,GasA,2,Yes,1309,0,1309,Attached,1974,2,484,3,265,0,None,181000
0,4438,Townhouse End Unit,1 Story,6,5,2004,2004,Gable,Standard Composite Shingle,4,3,Poured Concrete,4,3,662,848,GasA,5,Yes,848,0,848,Attached,2004,2,420,3,140,0,None,144500
66,8712,Single Family Detached,1 Story,5,5,1952,1952,Hip,Standard Composite Shingle,2,3,Cinder Block,3,3,0,540,GasA,3,No,1044,0,1044,Basement Garage,1952,2,504,3,0,0,Shed,55993
75,9750,Single Family Detached,1 Story,6,6,1958,1958,Gable,Standard Composite Shingle,3,3,Cinder Block,3,3,608,1442,GasA,4,Yes,1442,0,1442,Attached,1958,1,301,3,0,0,Shed,157900
45,8248,Single Family Detached,1.5 Story,5,7,1918,1950,Gable,Standard Composite Shingle,3,3,Brick & Tile,3,3,0,686,GasW,4,Yes,686,564,1250,Detached,1955,1,280,3,207,0,None,116000
48,12137,Single Family Detached,1 Story,7,5,1998,1998,Gable,Standard Composite Shingle,3,3,Poured Concrete,4,3,0,1649,GasA,5,Yes,1661,0,1661,Attached,1998,2,598,3,0,34,None,224900
0,11425,Single Family Detached,1 Story,5,6,1954,1954,Gable,Standard Composite Shingle,3,3,Cinder Block,3,3,486,1008,GasA,4,Yes,1008,0,1008,Attached,1954,1,275,3,0,0,None,137000
0,13265,Single Family Detached,1 Story,8,5,2002,2002,Hip,Standard Composite Shingle,4,3,Poured Concrete,4,3,1218,1568,GasA,5,Yes,1689,0,1689,Attached,2002,3,857,3,150,59,None,271000
80,8816,Single Family Detached,Split Level,6,7,1971,1971,Gable,Standard Composite Shingle,3,3,Cinder Block,3,3,504,1010,GasA,4,Yes,1052,0,1052,Attached,1971,2,440,3,0,0,None,155000
44,6371,Townhouse End Unit,1 Story,7,5,2009,2010,Gable,Standard Composite Shingle,4,3,Poured Concrete,4,3,733,1358,GasA,5,Yes,1358,0,1358,Attached,2010,2,484,3,192,35,None,224000
72,7226,Single Family Detached,2 Story,7,5,2003,2003,Gable,Standard Composite Shingle,4,3,Poured Concrete,4,3,0,798,GasA,5,Yes,798,842,1640,Attached,2003,2,595,3,0,45,None,183000
60,6000,Two Family Conversion,1 Story,4,4,1953,1953,Gable,Standard Composite Shingle,2,3,Cinder Block,2,3,0,936,GasA,3,No,936,0,936,Detached,1974,2,576,3,0,32,None,93000
0,12394,Single Family Detached,2 Story,7,5,2003,2003,Gable,Standard Composite Shingle,4,3,Poured Concrete,4,3,0,847,GasA,5,Yes,847,886,1733,Built-In,2003,2,433,3,100,48,None,225000
60,9900,Single Family Detached,1.5 Story,6,7,1940,1950,Gable,Standard Composite Shingle,3,3,Brick & Tile,3,3,0,778,GasA,3,Yes,944,545,1489,Detached,1940,1,240,3,335,0,None,139500
81,11216,Single Family Detached,1 Story,8,5,2006,2006,Gable,Standard Composite Shingle,4,3,Poured Concrete,4,4,0,1489,GasA,5,Yes,1489,0,1489,Attached,2006,2,776,3,0,140,None,232600
114,14803,Single Family Detached,1 Story,10,5,2007,2008,Hip,Standard Composite Shingle,5,3,Poured Concrete,5,3,1636,2078,GasA,5,Yes,2084,0,2084,Attached,2007,3,1220,3,188,45,None,385000
50,6130,Single Family Detached,1.5 Story,5,6,1924,1950,Gable,Standard Composite Shingle,3,3,Brick & Tile,3,3,784,784,GasA,4,Yes,784,0,784,None,1924,0,0,0,0,0,None,109500
65,8529,Single Family Detached,1 Story,7,5,2001,2001,Gable,Standard Composite Shingle,4,3,Poured Concrete,4,3,20,1454,GasA,5,Yes,1434,0,1434,Attached,2001,2,527,3,290,39,None,189000
0,28698,Single Family Detached,2 Story,5,5,1967,1967,Flat,Tar & Gravel,3,3,Poured Concrete,3,4,249,1013,GasA,3,Yes,1160,966,2126,Attached,1967,2,538,3,486,0,None,185000
